timestamp,Open,High,Low,close_price,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr
2017-01-09,6.059999942779541,6.070000171661377,6.059999942779541,6.070000171661377,4.321600914001465,885185.0,885185.0,885185.0,1.0,0.0,0.0,0.0,0.0,6.066666762034099,50.0,1000.0,6.070000171661377,6.070000171661377,6.070000171661377,0.0,0.0,0.0,0.0,6.066666762034099,6.0766669909159345,6.056666533152263,0.32967787004285537,0.6666666666666519,0.0,0.0,6.059999942779541,6.070000171661377,6.065000057220459,0.16474841184557734,1.0,0.0,0.0,0.0,0.0,0.0,6.070000171661377,6.070000171661377,6.070000171661377,6.070000171661377,0.0,0.0,0.0,-41.296259504666516,1.0,4.3741536403900945,-418.81359841165636,-418.81359841165636,0.0,6.065000057220459,6.065000057220459,6.065000057220459,6.065000057220459,0.0,0.0,0.0,0.0,0.0,10.398106017297865,10.296001739321566,0.0,0.0,0.0,6.019999980926514,6.070000171661377,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.070000171661377,0.0,0.0,0.0
2017-01-10,6.019999980926514,6.019999980926514,6.019999980926514,6.019999980926514,4.286002159118652,330.0,885185.0,884855.0,0.9996273355053275,-16.500062942504883,-0.0,-0.0,-2.7182969482501464,6.0666493709816995,0.0,991.7627365204542,6.045000076293945,6.095000267028809,5.994999885559082,1.6542660083973821,0.25,0.0,0.0,6.043333371480307,6.0483334859212246,6.038333257039389,0.16547538034272624,-1.8332856507089408,0.0,1.0,6.019999980926514,6.070000171661377,6.045000076293945,0.8271330041986911,0.0,0.0,0.0,-0.003988619203920685,-0.0007977238407841369,-0.0031908953631365478,6.045000076293945,6.045000076293945,6.062307834625244,6.066296453829165,0.009020877784513888,0.011276150999315228,-0.0022552732148013403,-0.0016088405233487984,1.8333333333333335,4.399153735757526,-421.20729117196254,-420.01044479180945,-1.1968463801530902,6.045000076293945,6.045000076293945,6.045000076293945,6.045000076293945,0.0,0.0,0.0,0.0,-66.66666666666794,10.398106017297865,10.296001739321566,0.0,4.0,-4.0,6.019999980926514,6.070000171661377,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,50.0,-100.0,0.0,0.0,-0.06575048275794353,-0.013150096551588705,-0.05260038620635482,-8.611915926349534,-1.7223831852699067,-6.889532741079627,6.048695471138557,-0.8237263479545898,-0.8271377199322805,-0.8237263479545898
2017-01-11,6.050000190734863,6.050000190734863,6.03000020980835,6.03000020980835,4.293123245239258,60602.0,824583.0,945457.0,0.8715444284374977,72.43335614885602,0.6600508323618779,0.33002541618093895,97.95178155958278,6.064728890198254,99.45989987209128,991.7627365204542,6.040000120798747,6.0832051647401695,5.996795076857325,1.430630565474521,0.38427380141129647,0.0,0.0,6.041111204359267,6.051111274295383,6.03111113442315,0.33106723573969743,-0.055545842273971635,0.0,1.0,6.019999980926514,6.070000171661377,6.045000076293945,0.8278177108422161,0.20000381468271378,0.0,0.0,-0.006270412353695853,-0.0018922615433664804,-0.004378150810329373,6.040000120798747,6.040000120798747,6.0573374308072605,6.063607843160956,0.015680500141917273,0.013440489730025344,0.002240010411891929,-0.003901494900735681,2.898899415131081,4.404153691252724,-421.6860236365714,-420.56897107339677,-1.1170525631746386,6.045000076293945,6.045000076293945,6.045000076293945,6.045000076293945,0.0,0.0,0.0,0.0,-17.390871678987327,10.398106017297865,10.296001739321566,0.0,4.0,-4.0,6.019999980926514,6.070000171661377,1.0,0.0,17.7217970957808,0.0,0.0,0.0,-99.55653258043398,11.111287716230892,20.000381468271378,40.00012715609046,-79.99961853172863,0.0,0.0,-0.10341058518103456,-0.031202194277477877,-0.07220839090355669,-15.75516084697628,-4.528938717611181,-11.226222129365098,6.040813802657167,0.1661167593608015,0.16597893808047992,-0.6589779361090065
2017-01-13,5.949999809265137,5.949999809265137,5.949999809265137,5.949999809265137,4.236165046691895,1000.0,824583.0,944457.0,0.8706242206612277,50.65710519284619,-0.0,0.22001694412062597,84.68471725449616,6.064607755131591,97.87661255641815,978.6049565196486,6.017500042915344,6.103958408176291,5.931041677654397,2.873564259055993,0.10963734714113871,0.0,0.0,6.018333355585734,6.025833408037822,6.010833303133647,0.24924018026108358,-4.055537895043597,0.0,1.0,5.949999809265137,6.070000171661377,6.009999990463257,1.9941896392260388,0.0,0.0,0.0,-0.014368482672736604,-0.004387505769240505,-0.0099809769034961,6.017500042915344,6.017500042915344,6.040823950570011,6.055192433242747,0.03300956571373938,0.035210245401661906,-0.0022006796879225285,-0.00912060424531094,3.77727256895379,4.426653769136127,-423.84034635991543,-421.3868148950264,-2.4535314648890107,6.009999990463257,6.009999990463257,6.009999990463257,6.009999990463257,0.0,0.0,0.0,0.0,-133.33333333333422,10.398106017297865,10.296001739321566,0.0,12.0,-12.0,6.019999980926514,6.070000171661377,0.0,1.0,7.013606812935805,0.0,0.0,0.0,-99.21031891656709,5.8824519379105675,0.0,6.666793822757126,-100.0,0.0,0.0,-0.2372919247595543,-0.07242014037389316,-0.16487178438566114,-22.999482270117902,-8.223047428112526,-14.776434842005376,6.002444412044541,-1.3267064305086618,-1.3355858031923074,-1.9769416639636717
2017-01-17,5.96999979019165,5.980000019073486,5.960000038146973,5.960000038146973,4.243284225463867,9140.0,815443.0,953597.0,0.852744607359737,56.47781759100823,4.376411437942508,1.2591155675760966,100.04641387802356,6.0636716247210245,98.1469791576035,978.6049565196486,6.00600004196167,6.095978036437144,5.916022047486196,2.996270191369671,0.24438192314213011,0.0,0.0,6.00800002415975,6.018000062306722,5.997999986012777,0.33289074922635464,-1.8999901454030528,0.0,1.0,5.949999809265137,6.070000171661377,6.009999990463257,1.9980080179460988,0.08333498901291032,0.0,0.0,-0.019751642212207265,-0.007460333057833858,-0.012291309154373407,6.00600004196167,6.00600004196167,6.028389502504927,6.0481411447171345,0.03935170249556117,0.037165560507226636,0.002186141988334535,-0.01573749064118101,4.874823731532465,4.4381537700898015,-424.94144092062595,-422.0977401001463,-2.8437008204796257,6.009999990463257,6.009999990463257,6.009999990463257,6.009999990463257,0.0,0.0,0.0,0.0,-69.35107291870423,10.398106017297865,10.296001739321566,0.0,12.0,-12.0,6.019999980926514,6.067600164413452,0.0,0.0,14.008279854182646,0.0,0.0,0.0,-98.48799461626683,10.000166891970826,8.333498901291033,9.444626789854137,-91.66650109870896,0.0,0.0,-0.32657376439469704,-0.12325086517805395,-0.2033228992166431,-29.491481502549604,-12.476734242999942,-17.01474725954966,5.984415413177426,0.16807107903202834,0.16792999764989602,-1.8121932521180995
2017-01-18,5.920000076293945,5.929999828338623,5.920000076293945,5.920000076293945,4.214806079864502,100650.0,714793.0,852947.0,0.6763064299886367,-526.732750708736,-0.4470835617794671,0.9178757417049838,-575.4562932929173,6.050307109519511,41.032085903896224,978.6049565196486,5.991666714350383,6.095856853917939,5.887476574782826,3.4778349509332793,0.1560776367423474,0.0,0.0,5.993888907962376,6.0038888984256324,5.983888917499119,0.33367286637470683,-3.1944451067189266,0.0,1.0,5.920000076293945,6.070000171661377,5.995000123977661,2.503478623204673,0.0,0.0,0.0,-0.02693500755804834,-0.011355267957876756,-0.015579739600171585,5.991666714350383,5.991666714350383,6.0117142061647755,6.038649213722824,0.0455123416988248,0.04984682582674782,-0.004334484127923019,-0.024265224739232403,5.9409373891658905,4.452487097701089,-426.31381898678853,-422.8004199145867,-3.513399072201821,5.995000123977661,5.995000123977661,5.995000123977661,5.995000123977661,0.0,0.0,0.0,0.0,-99.60772258069115,10.398106017297865,10.296001739321566,0.0,20.0,-20.0,6.019999980926514,6.065248157310486,0.0,0.0,10.580049259113537,0.0,0.0,0.0,-97.91960582563384,8.333482344199206,0.0,2.777832967097011,-100.0,-0.014000010490417658,0.0,-0.4460435869803227,-0.18780940953850772,-0.258234177441815,-33.82701274633529,-16.74678994366701,-17.08022280266828,5.9580482045168495,-0.6711402952518042,-0.6734025694352219,-2.471171188227106
2017-01-20,5.920000076293945,5.920000076293945,5.909999847412109,5.909999847412109,4.207686901092529,27801.0,686992.0,825146.0,0.6333427982461639,-491.20183819947675,-0.3597071812119886,0.7049452545521552,-622.4185161917326,6.046796478019789,35.35825850641396,976.9518697926258,5.980000019073486,6.092122585884191,5.867877452262782,3.749918610471047,0.18784084394197983,0.0,0.0,5.98238095783052,5.992380982353573,5.972380933307465,0.33431587167529697,-3.1190466459128525,0.0,1.0,5.909999847412109,6.070000171661377,5.990000009536743,2.675590697975571,0.0,0.0,0.0,-0.033053787753391184,-0.01569497191697964,-0.017358815836411544,5.980000019073486,5.980000019073486,5.99606584327975,6.029119631033141,0.04541391640232024,0.05406413708906476,-0.008650220686744522,-0.03398520659668919,6.984838955880451,4.464153792977985,-427.4308740864018,-423.4619133677032,-3.968960718698611,5.990000009536743,5.990000009536743,5.990000009536743,5.990000009536743,0.0,0.0,0.0,0.0,-91.44141299612147,10.398106017297865,10.296001739321566,0.0,24.0,-24.0,6.019999980926514,6.059438234069824,0.0,0.0,9.926022498477934,0.0,0.0,0.0,-97.46306791165799,8.000137328315763,0.0,2.777832967097011,-100.0,-0.02357143674577955,0.0,-0.5482357255486592,-0.259894672740538,-0.28834105280812117,-38.99686746421635,-21.196805447776878,-17.800062016439473,5.938589132979913,-0.16892278298915597,-0.1690656183992445,-2.635919600072678
2017-01-23,5.909999847412109,5.909999847412109,5.889999866485596,5.900000095367432,4.200567245483398,54138.0,686993.2907517345,771008.0,0.6032363381455741,-498.36822934166054,-0.55414276844213,0.525075536981543,-714.020308099024,6.03981812346699,27.87040626254759,976.9518697926258,5.9700000286102295,6.08747356137025,5.852526495850209,3.9354617151439926,0.2020608319245985,0.0,0.0,5.972083330154419,5.983333349227905,5.960833311080933,0.3767535866983771,-2.7036938922561777,0.0,1.0,5.889999866485596,6.070000171661377,5.980000019073486,3.0150804742572834,0.05555673292925868,0.0,0.0,-0.03826872353674293,-0.0202097222409323,-0.01805900129581063,5.9700000286102295,5.9700000286102295,5.981286497447086,6.019555220983829,0.04521834208326576,0.060291088552792596,-0.015072746469526839,-0.04434756626253723,8.165023183382388,4.474153783441242,-428.38834662493497,-424.0777175248571,-4.310629100077847,5.980000019073486,5.980000019073486,5.980000019073486,5.980000019073486,0.0,0.0,0.0,0.0,-92.82355642629143,10.398106017297865,10.296001739321566,0.0,28.000000000000004,-28.000000000000004,6.019999980926514,6.050471930870361,0.0,0.0,9.306498525603061,0.0,0.0,0.0,-97.0937835268711,11.35551637494224,5.555673292925868,1.851891097641956,-94.44432670707413,-0.04112505912780762,0.0,-0.6357400527424406,-0.33506374874091854,-0.30067630400152207,-43.10816752488434,-25.57907786319837,-17.529089661685965,5.922479360857783,-0.1692005465796509,-0.16934385237674654,-2.800660156281609
2017-01-24,5.880000114440918,5.889999866485596,5.869999885559082,5.880000114440918,4.186328411102295,62389.0,686994.7782228262,708619.0,0.5719070608355785,-605.4268837248892,-0.6411374393898134,0.3792989149351234,-925.5082385829561,6.031517586368427,22.417937501039745,976.9518697926258,5.960000038146973,6.084365178073875,5.8356348982200705,4.173326816473262,0.17836676840038898,0.0,0.0,5.961851844081172,5.974074081138329,5.949629607024017,0.41001478657307183,-2.8484757846490485,0.0,1.0,5.869999885559082,6.070000171661377,5.9700000286102295,3.355709476882439,0.05000107288207119,0.0,0.0,-0.04351382869975584,-0.024870543532697013,-0.018643285167058828,5.960000038146973,5.960000038146973,5.9657039769845985,6.009217805684354,0.04492811643312149,0.06846180912348647,-0.023533692690364982,-0.05525994054320694,9.41044443396059,4.484153773904499,-429.34581916346826,-424.66306215136945,-4.6827570120988184,5.9700000286102295,5.9700000286102295,5.9700000286102295,5.9700000286102295,0.0,0.0,0.0,0.0,-101.22127651674977,10.398106017297865,10.296001739321566,0.0,32.0,-32.0,6.019999980926514,6.03763416571958,0.0,0.0,8.203651900203553,0.0,0.0,0.0,-96.80183806507792,15.238365444425654,5.0001072882071185,3.5185935270443287,-94.99989271179288,-0.044777811898125464,0.0,-0.7241180151365858,-0.412874602020052,-0.3112434131165338,-46.563691049362895,-29.77600050043128,-16.787690548931614,5.904460830217211,-0.33898272208872093,-0.3395585702368642,-3.1301491243361124
2017-01-27,5.960000038146973,5.960000038146973,5.960000038146973,5.960000038146973,4.243284225463867,11106.0,686994.7782228262,719725.0,0.5666679409694353,-392.0117356671274,0.0,0.33715459105344303,-774.4063448096229,6.030862429205098,25.063169639247832,990.2437190318716,5.960000038146973,6.07798316925534,5.842016907038605,3.9591654480945158,0.5,0.0,0.0,5.961666663487753,5.972666676839193,5.950666650136312,0.369024770164026,0.4242443946415067,0.0,0.0,5.869999885559082,6.070000171661377,5.9700000286102295,3.355709476882439,0.45000011920911903,0.03800015449523926,0.0,-0.04074559719337323,-0.02804555426483226,-0.012700042928540968,5.960000038146973,5.960000038146973,5.964826447932657,6.00557204512603,0.06310293474098443,0.08203377504366736,-0.01893084030268294,-0.06339408650304493,10.407511885946235,4.484153773904499,-429.34581916346826,-425.8333089015708,-3.5125102618974893,5.960000038146973,5.9700000286102295,5.965000033378601,5.9700000286102295,0.0,0.0,0.0,0.0,-2.283045369798412,10.398106017297865,10.296001739321566,0.0,32.0,-32.0,6.019999980926514,6.020870737703531,0.0,0.0,39.22678670976459,0.0,0.0,0.0,-92.73603131080628,35.20880289871874,45.0000119209119,18.51859750068163,-54.9999880790881,-0.04650003910064715,0.0,-0.6784632152809044,-0.4659923246722225,-0.21247089060868185,-50.884318302152266,-33.99766406077548,-16.88665424137679,5.92831463886205,1.3605428936910968,1.3513706104480772,-1.8121932521180995
